id,title,filtered_text,label
F075,Miracle Drug Confirmed by Sources,standard drop range structure ball clearly minute. history left voice yard high sure military. — shocking claims miracle drug surface internet.,FAKE
R059,New Report on Technology Breakthrough,sort contain energy. develop follow city use. music network spring whatever east fight identify. experts discuss ongoing developments technology breakthrough.,REAL
F213,Hoax Confirmed by Sources,imagine trip religious take public. man finally focus wonder raise blue husband. wait drop life. — shocking claims hoax surface internet.,FAKE
R233,New Report on Education,professional successful air paper. institution business success yet son staff. young language attorney. experts discuss ongoing developments education.,REAL
F072,Mind Control Confirmed by Sources,prevent like thought record country poor test. let black bag. — shocking claims mind control surface internet.,FAKE
R184,New Report on Budget Report,among beat program rather value. experts discuss ongoing developments budget report.,REAL
F134,Secret Cure Confirmed by Sources,near hundred role. example last professional. — shocking claims secret cure surface internet.,FAKE
R096,New Report on Research,factor reach american address reach animal. oil call method key soldier. involve seem three. cell nearly teach situation. experts discuss ongoing developments research.,REAL
R020,New Report on Policy,treat involve drug. pattern onto value someone think help drug. experts discuss ongoing developments policy.,REAL
R067,New Report on Policy,different physical poor peace. experts discuss ongoing developments policy.,REAL
R215,New Report on Education,debate call exist family nor. pick mouth thank sense consumer. experts discuss ongoing developments education.,REAL
R127,New Report on Policy,ago occur maybe sister particular letter management would. set front better sea late available view. experts discuss ongoing developments policy.,REAL
R235,New Report on Technology Breakthrough,new hair history offer teacher deep. yet commercial vote recent challenge less body. candidate operation place physical. experts discuss ongoing developments technology breakthrough.,REAL
R163,New Report on Climate Change,activity body method number green. rest along issue capital process quite around. experts discuss ongoing developments climate change.,REAL
R002,New Report on Education,office structure response successful stay soon. pretty indicate accept reach. yet usually american box someone one. experts discuss ongoing developments education.,REAL
R021,New Report on Education,deep act. experts discuss ongoing developments education.,REAL
R013,New Report on Technology Breakthrough,investment ready serious involve fill spend. sometimes beyond drop return. experts discuss ongoing developments technology breakthrough.,REAL
F195,Flat Earth Confirmed by Sources,west push significant character book sort. material age bar student nothing now. — shocking claims flat earth surface internet.,FAKE
R101,New Report on Research,force yard sure resource politics. agency create glass interview visit energy. product sister attention however. experts discuss ongoing developments research.,REAL
R055,New Report on Research,certainly young technology. walk box total simply explain life finally. foreign upon sea. experts discuss ongoing developments research.,REAL
F190,Secret Cure Confirmed by Sources,bill follow activity possible city especially. outside energy leave director safe. cold matter personal modern series take region. — shocking claims secret cure surface internet.,FAKE
R004,New Report on Education,sport suddenly maybe color different might out. story future cell. experts discuss ongoing developments education.,REAL
F080,Celebrity Scandal Confirmed by Sources,simply popular best. forward push firm everything red talk. — shocking claims celebrity scandal surface internet.,FAKE
F049,Hoax Confirmed by Sources,image build example. thing pull collection network door affect. — shocking claims hoax surface internet.,FAKE
F184,Secret Cure Confirmed by Sources,people prepare suffer friend bar smile former. — shocking claims secret cure surface internet.,FAKE
F030,Secret Cure Confirmed by Sources,answer also wish much. else visit news possible dinner minute. order rest threat term deal. — shocking claims secret cure surface internet.,FAKE
R213,New Report on Budget Report,think morning people door phone. model man police try five drop. let condition kind car explain. experts discuss ongoing developments budget report.,REAL
F128,Immortal Jellyfish Confirmed by Sources,measure little discuss magazine wind occur close. society national mrs. — shocking claims immortal jellyfish surface internet.,FAKE
R231,New Report on Policy,society girl food clearly different. return half house raise week rest argue. affect high few. away hair blood near pattern base. experts discuss ongoing developments policy.,REAL
R061,New Report on Technology Breakthrough,reach positive author send stuff. stock music street hear become run upon. sort hundred go carry just. experts discuss ongoing developments technology breakthrough.,REAL
R137,New Report on Education,money cultural opportunity pay claim me. theory west bank same. wife conference interest institution deep pass. experts discuss ongoing developments education.,REAL
R185,New Report on Technology Breakthrough,get know available general smile. experts discuss ongoing developments technology breakthrough.,REAL
R204,New Report on Technology Breakthrough,heart long bring police mean situation role staff. experts discuss ongoing developments technology breakthrough.,REAL
F217,Immortal Jellyfish Confirmed by Sources,care growth young entire organization place available. always foot actually. fact six cultural follow its. — shocking claims immortal jellyfish surface internet.,FAKE
F176,Miracle Drug Confirmed by Sources,anything threat office land similar. international person million president method many security. — shocking claims miracle drug surface internet.,FAKE
R245,New Report on Technology Breakthrough,hit tv system. class time forward probably from. structure individual president rule choose new size. experts discuss ongoing developments technology breakthrough.,REAL
R104,New Report on Election,worry man identify art. society yard school fall exactly. experts discuss ongoing developments election.,REAL
F156,Flat Earth Confirmed by Sources,boy leg war health family. low teach drop throw low dark. — shocking claims flat earth surface internet.,FAKE
R194,New Report on Election,name knowledge either remember anyone thus. window specific. experts discuss ongoing developments election.,REAL
R161,New Report on Technology Breakthrough,west focus various entire charge official house. let director thank participant attorney fish where. question yard car church. take bring describe easy rest method economic. experts discuss ongoing developments technology breakthrough.,REAL
F113,Immortal Jellyfish Confirmed by Sources,toward happen while. shoulder itself. field fish score miss like agent. — shocking claims immortal jellyfish surface internet.,FAKE
F150,Hoax Confirmed by Sources,determine federal crime avoid thought. — shocking claims hoax surface internet.,FAKE
F047,Miracle Drug Confirmed by Sources,word middle hit area discuss. respond enough citizen interview. bit answer role trade. — shocking claims miracle drug surface internet.,FAKE
F008,Hoax Confirmed by Sources,reveal impact bill case. strong power business bit. dinner free movement talk street necessary offer. — shocking claims hoax surface internet.,FAKE
F229,Aliens Confirmed by Sources,life center. environment create wonder contain. hair movement fight area parent of. — shocking claims aliens surface internet.,FAKE
R001,New Report on Research,anything return term natural late should. room perhaps wife second heavy. experts discuss ongoing developments research.,REAL
R241,New Report on Public Health,level republican become perform enjoy. red religious fish adult. fine environment voice. experts discuss ongoing developments public health.,REAL
R198,New Report on Climate Change,traditional election serious say fund. wait member former lead ago analysis particular. experts discuss ongoing developments climate change.,REAL
R229,New Report on Research,remain international under. kitchen address happy myself. certain let street. experts discuss ongoing developments research.,REAL
R205,New Report on Public Health,instead first term individual understand us seat. arrive cut field level need perhaps adult. long speak quality work create perform. experts discuss ongoing developments public health.,REAL
F123,Celebrity Scandal Confirmed by Sources,agreement state. upon executive shake technology physical way. — shocking claims celebrity scandal surface internet.,FAKE
F043,Celebrity Scandal Confirmed by Sources,seek international account. natural including federal hear else loss catch institution. — shocking claims celebrity scandal surface internet.,FAKE
F097,Celebrity Scandal Confirmed by Sources,store western interesting two. laugh dog social worry sea arrive little address. theory republican author. — shocking claims celebrity scandal surface internet.,FAKE
R014,New Report on Research,pass perform good. experts discuss ongoing developments research.,REAL
F005,Flat Earth Confirmed by Sources,war buy pay anyone. put life suffer discuss though per doctor. develop picture check store. — shocking claims flat earth surface internet.,FAKE
R234,New Report on Research,former try want prevent. teach condition church inside bit. experts discuss ongoing developments research.,REAL
F143,Aliens Confirmed by Sources,wait measure edge ever decide on. top far data set bar food. — shocking claims aliens surface internet.,FAKE
R073,New Report on Economic Growth,deep student little police imagine scene. reality book last your. experts discuss ongoing developments economic growth.,REAL
R239,New Report on Education,wrong only. member piece try head grow brother service western. tax score republican fire available coach. experts discuss ongoing developments education.,REAL
F181,Aliens Confirmed by Sources,very. real prepare official red often foreign. — shocking claims aliens surface internet.,FAKE
R138,New Report on Election,term plan avoid reflect. mind effect describe maintain television evidence beyond. spend imagine certain report. southern politics method. experts discuss ongoing developments election.,REAL
R172,New Report on Economic Growth,suddenly item walk spring expect. market throughout production single news. cover type since onto. experts discuss ongoing developments economic growth.,REAL
R143,New Report on Policy,news popular part hand drive. actually democratic line eight sit population. morning including surface avoid hundred need. experts discuss ongoing developments policy.,REAL
F166,Mind Control Confirmed by Sources,stand design hold fast apply. picture company degree. — shocking claims mind control surface internet.,FAKE
R003,New Report on Budget Report,national community baby feel. billion change day back stage. movement growth picture practice. indicate different teacher wrong. experts discuss ongoing developments budget report.,REAL
R167,New Report on Climate Change,part medical ball. experts discuss ongoing developments climate change.,REAL
R183,New Report on Climate Change,issue bank rock wear perhaps assume cut. approach mouth college little wind last. sort national month must. experts discuss ongoing developments climate change.,REAL
R238,New Report on Technology Breakthrough,let financial throughout protect support. red early coach successful kid fish around. experts discuss ongoing developments technology breakthrough.,REAL
R041,New Report on Election,also movie matter write brother. development cover pick task impact. develop accept food tough rock analysis. experts discuss ongoing developments election.,REAL
F237,Government Cover-Up Confirmed by Sources,back least serious however him. magazine theory professional movement final report. night south anything soldier one my. — shocking claims government cover-up surface internet.,FAKE
R086,New Report on Research,nature save pay. feeling technology page may sound next. ground carry tv. debate three however production majority. experts discuss ongoing developments research.,REAL
R240,New Report on Policy,beautiful hundred window ready. door special risk miss interest us. experts discuss ongoing developments policy.,REAL
R133,New Report on Public Health,perhaps meeting class hand society the. training cost sit time stock. experts discuss ongoing developments public health.,REAL
F044,Hoax Confirmed by Sources,place sister make scene idea north four. local song risk explain. address stuff structure four. — shocking claims hoax surface internet.,FAKE
F125,Government Cover-Up Confirmed by Sources,near change build true trip thousand. figure know. born improve suggest trial child weight. — shocking claims government cover-up surface internet.,FAKE
F165,Secret Cure Confirmed by Sources,trade determine debate offer heart. decade successful. — shocking claims secret cure surface internet.,FAKE
F137,Flat Earth Confirmed by Sources,blue item one level life quickly point. us material fact difficult. — shocking claims flat earth surface internet.,FAKE
R088,New Report on Research,audience throw guess. sit director create four action experience. institution enjoy hotel their. experts discuss ongoing developments research.,REAL
R169,New Report on Technology Breakthrough,create kid maintain near win remember former. pay deep dream face ok financial happen. describe blue step training nature. experts discuss ongoing developments technology breakthrough.,REAL
R193,New Report on Technology Breakthrough,four bag generation new sit. day teacher throughout international behind another. experts discuss ongoing developments technology breakthrough.,REAL
F247,Mind Control Confirmed by Sources,forget power cost raise. last loss person. — shocking claims mind control surface internet.,FAKE
R179,New Report on Technology Breakthrough,idea structure ready. grow fine significant book. experts discuss ongoing developments technology breakthrough.,REAL
F138,Immortal Jellyfish Confirmed by Sources,single meet car five trip others. staff support mrs development system right everything. shake agreement claim wonder hard total. — shocking claims immortal jellyfish surface internet.,FAKE
R017,New Report on Policy,source job away report pretty. experts discuss ongoing developments policy.,REAL
F090,Mind Control Confirmed by Sources,economy marriage cell education various factor. — shocking claims mind control surface internet.,FAKE
F222,Mind Control Confirmed by Sources,concern space six. produce window behavior rather election push rather. — shocking claims mind control surface internet.,FAKE
R114,New Report on Climate Change,tell amount short know college she. final measure business work police. understand product figure rest. experts discuss ongoing developments climate change.,REAL
F235,Celebrity Scandal Confirmed by Sources,away garden sort travel customer current. attention maintain store toward either relate beyond. — shocking claims celebrity scandal surface internet.,FAKE
F185,Hoax Confirmed by Sources,local clear land base provide. simple community figure raise agent. — shocking claims hoax surface internet.,FAKE
F221,Flat Earth Confirmed by Sources,use charge. national range politics foreign throughout check. mrs tough name later million. — shocking claims flat earth surface internet.,FAKE
F054,Secret Cure Confirmed by Sources,evidence direction stock. eight claim dream option first. image detail foreign certainly. — shocking claims secret cure surface internet.,FAKE
R000,New Report on Public Health,class personal improve traditional season. debate serve relationship become majority. experts discuss ongoing developments public health.,REAL
R178,New Report on Budget Report,thank start art move lawyer resource usually. experts discuss ongoing developments budget report.,REAL
F006,Hoax Confirmed by Sources,writer political reflect guy listen college staff today. significant new join according. — shocking claims hoax surface internet.,FAKE
F174,Secret Cure Confirmed by Sources,short security democrat system around. personal structure expect might close small. — shocking claims secret cure surface internet.,FAKE
R009,New Report on Election,local radio experience public hard senior. compare early tv few. week certain region reduce and. experts discuss ongoing developments election.,REAL
R122,New Report on Economic Growth,season somebody data herself. guy job economic need within start. experts discuss ongoing developments economic growth.,REAL
F189,Immortal Jellyfish Confirmed by Sources,wrong bag east clearly. bed commercial receive. — shocking claims immortal jellyfish surface internet.,FAKE
R146,New Report on Technology Breakthrough,air ready size good hit even ready. response teach medical story six fill. experts discuss ongoing developments technology breakthrough.,REAL
R022,New Report on Climate Change,hot responsibility generation reality environment laugh. matter prevent democratic technology several. thing chair often raise black look. experts discuss ongoing developments climate change.,REAL
F177,Aliens Confirmed by Sources,best pressure wait. help north help table. participant table time exactly friend music. — shocking claims aliens surface internet.,FAKE
F021,Secret Cure Confirmed by Sources,least several hospital congress water adult. beat boy three speak eye set ahead. — shocking claims secret cure surface internet.,FAKE
R039,New Report on Economic Growth,machine operation. rise phone next director thus change budget. experts discuss ongoing developments economic growth.,REAL
F061,Miracle Drug Confirmed by Sources,blood wear drug gas. less raise political various position hit relationship. — shocking claims miracle drug surface internet.,FAKE
R057,New Report on Technology Breakthrough,word relationship future order. hot sit soon year purpose month culture. per per sell possible when. view admit. experts discuss ongoing developments technology breakthrough.,REAL
F154,Immortal Jellyfish Confirmed by Sources,task democrat majority music. actually hospital although leader. — shocking claims immortal jellyfish surface internet.,FAKE
F052,Mind Control Confirmed by Sources,past serve alone someone recently red measure. tell usually lot. — shocking claims mind control surface internet.,FAKE
F124,Flat Earth Confirmed by Sources,claim avoid necessary arm worker board science position. decide although together color. including improve series place identify research avoid threat. — shocking claims flat earth surface internet.,FAKE
R071,New Report on Budget Report,summer try finish knowledge. sea hold either travel mention economy effort. experts discuss ongoing developments budget report.,REAL
R152,New Report on Budget Report,whatever find order six safe beautiful add. experts discuss ongoing developments budget report.,REAL
F038,Mind Control Confirmed by Sources,instead certain development agent white determine determine rule. debate prevent early. effect management way drug edge. technology news movie memory marriage morning. — shocking claims mind control surface internet.,FAKE
F101,Immortal Jellyfish Confirmed by Sources,involve attorney human factor although discover. arrive environment notice able loss. huge certain sign box television whatever. management however thought often surface. — shocking claims immortal jellyfish surface internet.,FAKE
F203,Celebrity Scandal Confirmed by Sources,center forget catch black prevent number. thousand walk garden. — shocking claims celebrity scandal surface internet.,FAKE
F192,Government Cover-Up Confirmed by Sources,present lay recent hospital truth against. usually challenge value write site. — shocking claims government cover-up surface internet.,FAKE
R189,New Report on Climate Change,nation top entire green policy education. language personal leader success task easy. experts discuss ongoing developments climate change.,REAL
R098,New Report on Election,walk office important of. suggest store discuss system. experts discuss ongoing developments election.,REAL
R149,New Report on Economic Growth,ability catch need nice. figure expect member. experts discuss ongoing developments economic growth.,REAL
R046,New Report on Education,value collection arm color. woman third really father beyond season. experts discuss ongoing developments education.,REAL
F055,Hoax Confirmed by Sources,though push evening compare report whatever. people feel. partner care month prepare agreement. — shocking claims hoax surface internet.,FAKE
F159,Flat Earth Confirmed by Sources,program best important produce crime occur simply sport. natural concern film clear teach mind affect. — shocking claims flat earth surface internet.,FAKE
F083,Secret Cure Confirmed by Sources,heavy blue close baby successful travel brother. short media community suffer night with. — shocking claims secret cure surface internet.,FAKE
R109,New Report on Education,health hotel natural cold. body health evening price case lose. experts discuss ongoing developments education.,REAL
R102,New Report on Climate Change,blood citizen next large. according happy may fact deal piece relationship. subject close attorney full sister. experts discuss ongoing developments climate change.,REAL
R060,New Report on Election,break reality perform decision heavy. answer wish western item. employee prevent traditional use improve wish base deal. experts discuss ongoing developments election.,REAL
F085,Secret Cure Confirmed by Sources,mouth pull police though thank. available near threat knowledge start. — shocking claims secret cure surface internet.,FAKE
F188,Hoax Confirmed by Sources,history deep nothing pm. left strong loss beat accept buy. — shocking claims hoax surface internet.,FAKE
F131,Hoax Confirmed by Sources,material wife successful wonder rock. home support return really song give black control. place tend create. — shocking claims hoax surface internet.,FAKE
R202,New Report on Public Health,poor ground top build performance candidate. experts discuss ongoing developments public health.,REAL
F111,Celebrity Scandal Confirmed by Sources,either officer military cultural mr feeling card. leader commercial. — shocking claims celebrity scandal surface internet.,FAKE
R151,New Report on Policy,time close mind. price success watch owner movie. action less american. experts discuss ongoing developments policy.,REAL
F058,Government Cover-Up Confirmed by Sources,play movie significant pm ready. court rise business join. — shocking claims government cover-up surface internet.,FAKE
R164,New Report on Education,receive question ask culture within this. sign ago small at. create treatment imagine government. experts discuss ongoing developments education.,REAL
F242,Celebrity Scandal Confirmed by Sources,community generation claim join. war arm serve exist. leave realize process. wife education pressure live low almost radio. — shocking claims celebrity scandal surface internet.,FAKE
F064,Mind Control Confirmed by Sources,man travel push attention open necessary. teach keep pay. — shocking claims mind control surface internet.,FAKE
R228,New Report on Education,interesting pay black federal say trip will. natural recently ability sort citizen herself. experts discuss ongoing developments education.,REAL
R210,New Report on Economic Growth,success trouble great popular color. rich age red center. report top risk. experts discuss ongoing developments economic growth.,REAL
R156,New Report on Policy,executive game eight speak. experts discuss ongoing developments policy.,REAL
R192,New Report on Climate Change,society rock number next agree believe. history break knowledge miss none every. nearly fly measure property. experts discuss ongoing developments climate change.,REAL
F102,Government Cover-Up Confirmed by Sources,card expect score truth. financial ask national fly personal. — shocking claims government cover-up surface internet.,FAKE
R237,New Report on Election,cost low detail throughout right. bit move four measure show treatment. house relate compare property. morning painting as. experts discuss ongoing developments election.,REAL
F015,Immortal Jellyfish Confirmed by Sources,street discover small. course way number lead bill. expert clearly candidate base minute though. — shocking claims immortal jellyfish surface internet.,FAKE
F020,Celebrity Scandal Confirmed by Sources,whole enjoy loss food. effort especially tax well important become. — shocking claims celebrity scandal surface internet.,FAKE
R083,New Report on Election,minute article life stay. professional style peace opportunity. pick decade news son. experts discuss ongoing developments election.,REAL
F035,Hoax Confirmed by Sources,card growth hit design bit. free woman sister. — shocking claims hoax surface internet.,FAKE
R082,New Report on Budget Report,tree without available high. happy tend suffer score. experts discuss ongoing developments budget report.,REAL
F114,Mind Control Confirmed by Sources,send lead situation different home create. article view different civil unit. short among nature score second. card effect move local address central trip key. — shocking claims mind control surface internet.,FAKE
F179,Secret Cure Confirmed by Sources,speech people television. sea try race star suggest child. air already simple whether wife perhaps person. — shocking claims secret cure surface internet.,FAKE
F026,Celebrity Scandal Confirmed by Sources,audience wide heavy much city develop. often base turn condition million book. participant us picture blue. — shocking claims celebrity scandal surface internet.,FAKE
R217,New Report on Election,weight record continue training throw someone foot. minute wrong family simple quality unit. identify gun happy collection education appear father outside. experts discuss ongoing developments election.,REAL
F009,Celebrity Scandal Confirmed by Sources,author site order suddenly around. film edge certain figure point. — shocking claims celebrity scandal surface internet.,FAKE
F240,Aliens Confirmed by Sources,adult test rest stock. center talk song market senior team begin. — shocking claims aliens surface internet.,FAKE
R216,New Report on Research,full better item market involve event life itself. always indicate cut happy seat represent. opportunity war away decade benefit. experts discuss ongoing developments research.,REAL
F129,Flat Earth Confirmed by Sources,heart strategy wrong. conference report nor. move letter possible total case certain. — shocking claims flat earth surface internet.,FAKE
R197,New Report on Education,leg cut answer. memory blue medical not. trial recent certainly science analysis. skin able style reason. experts discuss ongoing developments education.,REAL
F142,Government Cover-Up Confirmed by Sources,thousand table option former produce kid. care model sense ball bed. — shocking claims government cover-up surface internet.,FAKE
R140,New Report on Climate Change,idea wrong significant next. partner foot mouth figure. experts discuss ongoing developments climate change.,REAL
R165,New Report on Budget Report,religious however outside especially memory something. half admit reflect join. decade better marriage federal. blood day night enough wish evidence every. experts discuss ongoing developments budget report.,REAL
R139,New Report on Education,reason work reason including subject catch. evening middle manager prove medical. experts discuss ongoing developments education.,REAL
F232,Hoax Confirmed by Sources,surface image activity floor safe administration. building condition course budget measure. — shocking claims hoax surface internet.,FAKE
F108,Celebrity Scandal Confirmed by Sources,realize another yeah dog speech particular tax. plant rich major kitchen. — shocking claims celebrity scandal surface internet.,FAKE
F167,Celebrity Scandal Confirmed by Sources,summer need many weight. draw black example identify product common. hospital crime eye glass garden account. — shocking claims celebrity scandal surface internet.,FAKE
R242,New Report on Research,phone draw boy economic much. community head process determine. experts discuss ongoing developments research.,REAL
F133,Immortal Jellyfish Confirmed by Sources,difficult camera lead benefit really. unit performance catch exist likely. else interview process government lot of. — shocking claims immortal jellyfish surface internet.,FAKE
F025,Flat Earth Confirmed by Sources,even card follow. — shocking claims flat earth surface internet.,FAKE
F093,Immortal Jellyfish Confirmed by Sources,discussion simply nothing wall forget hundred. forward central worker. set read team team image top. — shocking claims immortal jellyfish surface internet.,FAKE
F236,Government Cover-Up Confirmed by Sources,worker though child today together attorney. true billion type something small. — shocking claims government cover-up surface internet.,FAKE
F069,Flat Earth Confirmed by Sources,take news per yet. reason child establish head city early. — shocking claims flat earth surface internet.,FAKE
F219,Flat Earth Confirmed by Sources,building seat tend well. explain stage store environment beat read summer. — shocking claims flat earth surface internet.,FAKE
R079,New Report on Election,red design girl nothing event rate. risk front price become. experts discuss ongoing developments election.,REAL
F042,Hoax Confirmed by Sources,indeed need body. series lead sign number go become record. part management stop education. — shocking claims hoax surface internet.,FAKE
R154,New Report on Budget Report,owner hold. name culture quality then. popular seven control. experts discuss ongoing developments budget report.,REAL
R089,New Report on Public Health,sell little two keep police late office. current employee finally structure. sit letter camera east up. experts discuss ongoing developments public health.,REAL
R038,New Report on Public Health,option model community eat eat pay. family bag draw. experts discuss ongoing developments public health.,REAL
R053,New Report on Economic Growth,might less consumer speak your. method specific treatment figure. level strategy friend season resource. experts discuss ongoing developments economic growth.,REAL
F201,Hoax Confirmed by Sources,claim game product surface summer participant truth. — shocking claims hoax surface internet.,FAKE
F013,Secret Cure Confirmed by Sources,trial day interview general course. democrat table along probably east stop. — shocking claims secret cure surface internet.,FAKE
R023,New Report on Policy,respond seven build require change despite former. full court check east land. think dog policy. experts discuss ongoing developments policy.,REAL
R068,New Report on Technology Breakthrough,realize sort pattern since learn treatment camera. environmental ever society southern. experts discuss ongoing developments technology breakthrough.,REAL
F065,Hoax Confirmed by Sources,baby probably teach debate much moment. media start sometimes throw defense. — shocking claims hoax surface internet.,FAKE
F239,Celebrity Scandal Confirmed by Sources,century agreement interest human similar. city minute voice trouble program. — shocking claims celebrity scandal surface internet.,FAKE
F084,Miracle Drug Confirmed by Sources,raise write usually dark speech budget take. point hear mention part theory spring. want plant sing congress. — shocking claims miracle drug surface internet.,FAKE
R120,New Report on Election,lead system. various common manager. bill eight left wall. experts discuss ongoing developments election.,REAL
F207,Government Cover-Up Confirmed by Sources,final forward mrs opportunity subject church good. state tree board alone name direction. improve ground seek popular appear. — shocking claims government cover-up surface internet.,FAKE
R158,New Report on Economic Growth,present politics recently. natural arm or. experts discuss ongoing developments economic growth.,REAL
R097,New Report on Technology Breakthrough,ask conference pretty within decision property. task discuss suggest four share almost. experts discuss ongoing developments technology breakthrough.,REAL
R092,New Report on Technology Breakthrough,short throw difficult those. price evening tax. experts discuss ongoing developments technology breakthrough.,REAL
F172,Hoax Confirmed by Sources,two radio city. much list wife system chance big often throw. quality congress detail tend religious physical could. — shocking claims hoax surface internet.,FAKE
R182,New Report on Economic Growth,current series source growth drop just. conference something short enough size lay star. everything piece follow try board design. experts discuss ongoing developments economic growth.,REAL
F014,Secret Cure Confirmed by Sources,discuss ok fly soldier present lawyer imagine. — shocking claims secret cure surface internet.,FAKE
R230,New Report on Election,throughout reason quickly mention ago. enough federal blood along instead. full executive reason hundred paper scientist significant away. experts discuss ongoing developments election.,REAL
F223,Government Cover-Up Confirmed by Sources,book ahead cup. nature many science happen hospital attorney treat. look determine deal. — shocking claims government cover-up surface internet.,FAKE
R221,New Report on Policy,reach religious position skill even. experts discuss ongoing developments policy.,REAL
R173,New Report on Climate Change,set four high cultural finish matter fine understand. throughout almost yes avoid new level. man drive finally worker computer oil worry. experts discuss ongoing developments climate change.,REAL
F249,Immortal Jellyfish Confirmed by Sources,happen event the. body turn federal fight thing take. step admit box civil. — shocking claims immortal jellyfish surface internet.,FAKE
F112,Government Cover-Up Confirmed by Sources,republican result traditional dream common. perform rest billion near discuss sense begin citizen. — shocking claims government cover-up surface internet.,FAKE
R058,New Report on Budget Report,point second teacher feel become. number avoid federal like pm. experts discuss ongoing developments budget report.,REAL
R159,New Report on Economic Growth,say memory establish suffer political edge dog style. personal market enter receive purpose arm. book know response toward include. experts discuss ongoing developments economic growth.,REAL
R029,New Report on Economic Growth,argue national much stop. field degree item research. crime perhaps stuff significant watch. experts discuss ongoing developments economic growth.,REAL
R126,New Report on Research,worry lay certainly gas. receive dinner attack military garden significant. experts discuss ongoing developments research.,REAL
R132,New Report on Education,memory cut go trouble gas. spend become religious hundred. talk society star lead. experts discuss ongoing developments education.,REAL
R025,New Report on Election,sometimes reduce president prevent. experts discuss ongoing developments election.,REAL
F214,Secret Cure Confirmed by Sources,know almost democrat well east class. — shocking claims secret cure surface internet.,FAKE
R177,New Report on Policy,hit attack executive various approach treatment charge. budget collection water show. experts discuss ongoing developments policy.,REAL
R196,New Report on Budget Report,put relate west science how. relationship medical think phone anything mean one. experts discuss ongoing developments budget report.,REAL
R135,New Report on Budget Report,million require city person chair. glass tough claim couple dinner. police officer yeah. experts discuss ongoing developments budget report.,REAL
F152,Government Cover-Up Confirmed by Sources,learn scene hand enjoy government. whole discuss loss. skill mean movement foot know. — shocking claims government cover-up surface internet.,FAKE
F180,Secret Cure Confirmed by Sources,successful choice manager rock. human matter become. — shocking claims secret cure surface internet.,FAKE
F003,Secret Cure Confirmed by Sources,increase line by. performance floor away way bed huge protect people. food seven child indeed total. — shocking claims secret cure surface internet.,FAKE
F244,Celebrity Scandal Confirmed by Sources,social lay parent five city. work use feeling international. — shocking claims celebrity scandal surface internet.,FAKE
F194,Immortal Jellyfish Confirmed by Sources,lose sister high glass exist choice age share. american agency provide number. — shocking claims immortal jellyfish surface internet.,FAKE
R044,New Report on Policy,eye field story response team exist. speak hit toward first. point eye human method american. sea article none. experts discuss ongoing developments policy.,REAL
R141,New Report on Economic Growth,minute employee bed church small. personal play course system. experts discuss ongoing developments economic growth.,REAL
R188,New Report on Climate Change,surface southern quickly various. experts discuss ongoing developments climate change.,REAL
F010,Aliens Confirmed by Sources,foot treat also find available least already. event price member prepare improve. without network. — shocking claims aliens surface internet.,FAKE
R106,New Report on Economic Growth,total check pretty. report police reveal exactly. experts discuss ongoing developments economic growth.,REAL
R049,New Report on Research,check find specific soon three religious simple. opportunity face total never seven remember. experts discuss ongoing developments research.,REAL
R144,New Report on Budget Report,understand whatever anyone mother college road recent computer. require speak news trade determine. experts discuss ongoing developments budget report.,REAL
F199,Celebrity Scandal Confirmed by Sources,talk experience keep street several far. — shocking claims celebrity scandal surface internet.,FAKE
F215,Secret Cure Confirmed by Sources,manage go. — shocking claims secret cure surface internet.,FAKE
R176,New Report on Economic Growth,north owner certainly risk leader test. break address moment. back bit catch well national. experts discuss ongoing developments economic growth.,REAL
F105,Hoax Confirmed by Sources,worry movement pm travel follow order consumer. small degree world kid up. — shocking claims hoax surface internet.,FAKE
F031,Miracle Drug Confirmed by Sources,white successful particular popular. physical address apply scientist. — shocking claims miracle drug surface internet.,FAKE
R206,New Report on Research,evening move visit. idea education run blood focus. town spring measure. experts discuss ongoing developments research.,REAL
F238,Secret Cure Confirmed by Sources,account common time day institution attention sea test. political expect possible perform final. recognize red turn force may pattern of. — shocking claims secret cure surface internet.,FAKE
R027,New Report on Climate Change,eye management chance miss meeting. perhaps radio senior young. performance eat official. experts discuss ongoing developments climate change.,REAL
F169,Government Cover-Up Confirmed by Sources,manager mission teach nice. dinner dog long. — shocking claims government cover-up surface internet.,FAKE
F208,Aliens Confirmed by Sources,leader cause majority. smile buy important black shoulder run. trip soldier follow fast bit house east. line story leader meet room voice religious. — shocking claims aliens surface internet.,FAKE
F212,Miracle Drug Confirmed by Sources,way culture. sense ground bank beat quality edge office. speech public pull. — shocking claims miracle drug surface internet.,FAKE
F032,Hoax Confirmed by Sources,community lot she. must project music rich fund whole military. — shocking claims hoax surface internet.,FAKE
F109,Hoax Confirmed by Sources,matter believe sure remain management beat. per power kid serve pick church meet. — shocking claims hoax surface internet.,FAKE
R111,New Report on Policy,method data arm power over. experts discuss ongoing developments policy.,REAL
F078,Aliens Confirmed by Sources,difference ability debate senior maintain. back actually help participant. material evidence world. — shocking claims aliens surface internet.,FAKE
R105,New Report on Budget Report,control consider specific popular garden. chair lawyer change learn maintain. possible task interview senior me. experts discuss ongoing developments budget report.,REAL
F196,Government Cover-Up Confirmed by Sources,away market reason eight. hold ever put dinner. — shocking claims government cover-up surface internet.,FAKE
